id,name,code,contact_person,phone,notes,active,created_at,updated_at,name_en
b617761e-4448-40c6-9cd6-d55649241e40,immigration,201,Jawaher,,,t,2026-08-23 16:50:19.045506+00,2026-08-23 16:50:19.045506+00,
6a53ee6a-4288-42ad-8444-73ca8a12b80b,Department Of Economic Development,206,Ahmed,0547770088,,t,2026-08-24 08:19:39.095315+00,2026-08-24 08:19:39.095315+00,
df43477e-8234-409d-9741-80e1dd49be7a,Dubai Land Department,204,Jawaher,,,t,2026-08-19 20:05:29.383218+00,2026-08-24 08:20:35.550031+00,Dubai Land Department
2396df03-1044-4b19-955d-47a15a1830ab,Ministry Of Labor (Mohre),208,Ahmed,,,t,2026-08-24 08:22:03.105166+00,2026-08-24 08:22:03.105166+00,
eb897645-293d-4553-ad52-37e3c6e1f5de,EID & DHA,210,Sanjy,,,t,2026-08-24 08:23:06.328612+00,2026-08-24 08:23:06.328612+00,
bb757797-da9b-4c18-ae59-179e3412a946,Insurance,203,Sanjy,,,t,2026-08-24 08:23:54.176775+00,2026-08-24 08:23:54.176775+00,
d252e66f-9d7a-4f08-b388-54b520e91ecb,Attention & Lagal Translation,205,Jawaher,,,t,2026-08-24 08:25:18.695479+00,2026-08-24 08:25:18.695479+00,
5291d977-c8eb-492d-b999-193bea0b4756,Banking,207,Ahmed,0547770088,,t,2026-08-24 09:42:21.361935+00,2026-08-24 09:42:21.361935+00,
df949eaa-ff50-4935-94d3-6032018d9c69,VIP SERVICES,209,Ahmed,0547770088,,t,2026-08-24 10:36:16.360941+00,2026-08-24 10:36:16.360941+00,
