id,user_id,role
70178e26-963d-4ca3-9e18-ee209f04ceb2,fc68c395-3908-45ee-b56a-2f2f3ebdd7af,admin
57ae9ddf-c5e7-43ce-8705-fd69ab2d1147,da375a2f-9008-42aa-bb6b-038ee0ad6e06,staff
450d28d5-a4f1-493c-9e30-9aa788ef5f48,f2ab394f-c968-42e6-9bdd-c222f6f6e3f6,staff
